标准商品ID,标准商品,成本价,最低限价,平台,货源商品,货源商,对接码,库存,公开价,商品链接
chatgpt-pro-20x,ChatGPT Pro 20x,1080,,云猫寄售,【菲区】代充 GPT 20x Pro 官网正规充值 一卡一绑 支持续费,AI批发部【源头直供 招代理 全程质保】,GPT888,17,1080,https://catfk.com/item/mdqrg2
chatgpt-pro-20x,ChatGPT Pro 20x,1090,1150,链动小铺,GPT PLUS菲律宾正版卡充PRO 20X,海飞丝 GPT卡充唯一源头 PLUS/PRO【招代理】一件代发,haifs91,2,1150,https://pay.ldxp.cn/item/vkiwg8
chatgpt-pro-20x,ChatGPT Pro 20x,1095,,链动小铺,GPT Pro20X菲律宾区-卡冲 带账单 正规代充 质保一个月,桂花卡充（源头 招代理）,GuiHua,10,1199,https://pay.ldxp.cn/item/99bkm5
chatgpt-pro-20x,ChatGPT Pro 20x,1095,,云猫寄售,GPT Pro20X菲律宾区-卡冲 带账单 正规代充 质保一个月,桂花卡充（源头 招代理）,GuiHua,9,1199,https://catfk.com/item/29bng6
chatgpt-pro-20x,ChatGPT Pro 20x,1100,1150,链动小铺,【菲区】卡充 GPT 20x Pro CDK 官网正规充值 一卡一绑 支持续费,王哈哈Ai-Plus Pro源头直供【招代理】,ai985,27,1100,https://pay.ldxp.cn/item/bt2f5i
chatgpt-pro-20x,ChatGPT Pro 20x,1100,,链动小铺,【菲区正规卡冲】GPT Pro20x 正规卡充【带账单】,AI源头网,gz6072z3,21,1180,https://pay.ldxp.cn/item/djdchy
chatgpt-pro-20x,ChatGPT Pro 20x,1100,,链动小铺,【正规代充】 GPT PRO 20【晚上先找客服确认在线再充值】,GPT源头商家,y3pmy2ee,4,1100,https://pay.ldxp.cn/item/vff059
chatgpt-pro-20x,ChatGPT Pro 20x,1100,,链动小铺,GPT Pro 20x【菲区】【质保订阅30天】【人工代充】,白菜的ai小铺🥬,BaicaiAI798,1,1100,https://pay.ldxp.cn/item/moqdv1
chatgpt-pro-20x,ChatGPT Pro 20x,1100,1100,链动小铺,GPT Pro20X菲律宾区-卡冲支持续费 带官方收据和发票可提供银行流水 正规代充,懒虫AI源头直充-月冲10W刀,1ZGPT,30,1200,https://pay.ldxp.cn/item/mbcezk
chatgpt-pro-20x,ChatGPT Pro 20x,1100,1150,链动小铺,GPT Pro20x丨代充丨带账单丨质保,带鱼Ai店【一手渠道-招代理 Plus117】CDK代充plus/pro 对接码：chongpro,chongpro,98,1150,https://pay.ldxp.cn/item/yaqsvh
chatgpt-pro-20x,ChatGPT Pro 20x,1100,1100,云猫寄售,GPT PRO 20X 官方卡冲1个月～支持续费,66hk ai（gptpro/Claude卡付成本价）,pro,34,1300,https://catfk.com/item/kdm9zh
chatgpt-pro-20x,ChatGPT Pro 20x,1100,1150,云猫寄售,GPT Pro20x丨代充丨带账单丨质保,带鱼Ai店【一手渠道-招代理 Plus117】CDK代充plus/pro 对接码：chongpro,chongpro,100,1250,https://catfk.com/item/goods_666e4f514172de5178a80b83
chatgpt-pro-20x,ChatGPT Pro 20x,1120,1100,链动小铺,GPT 20x PRO月卡（官方直充）,泡泡鲸的小店,gkluic1f,25,1170,https://pay.ldxp.cn/item/i7a87w
chatgpt-pro-20x,ChatGPT Pro 20x,1125,1125,链动小铺,[源头] GPT Pro20x 菲区 官网代充丨带账单丨带质保,PPL Hub-泡泡龙AI资源站,PPLai,30,1188,https://pay.ldxp.cn/item/hufcu9
chatgpt-pro-20x,ChatGPT Pro 20x,1125,1125,链动小铺,GPT PRO 20x 1个月充值【官方代充｜菲区｜菲律宾区｜卡充｜质保掉订阅】,痞老板-AI供货平台,pibossai,46,1125,https://pay.ldxp.cn/item/68jsws
chatgpt-pro-20x,ChatGPT Pro 20x,1130,1130,链动小铺,「GPT 官方Pro 20x正价直充」,China-Nb,china-nb,87,1150,https://pay.ldxp.cn/item/e4dzk9
chatgpt-pro-20x,ChatGPT Pro 20x,1130,1130,链动小铺,【官方代充】GPT Pro 20x 200刀 月卡（源头代充）,以安AI源头店（源头ChatGPT卡冲无限库存版）,yian,89,1170,https://pay.ldxp.cn/item/jvakod
chatgpt-pro-20x,ChatGPT Pro 20x,1130,1200,链动小铺,ChatGPTpro20x（质保一月）,胡小阳的AI店铺（招代理）,XiaoyangAI,10,1200,https://pay.ldxp.cn/item/etgdgx
chatgpt-pro-20x,ChatGPT Pro 20x,1130,1150,云猫寄售,GPT Pro20x 正规卡充【带账单】,AI奥特曼【源头招代理】,99999,52,1130,https://catfk.com/item/xujmkt
chatgpt-pro-20x,ChatGPT Pro 20x,1139,,链动小铺,GPT Pro 20X 【保订阅~官方卡冲】支持续费,与世隔绝的AI小店,luoerl2,38,1169,https://pay.ldxp.cn/item/xlwgj5
chatgpt-pro-20x,ChatGPT Pro 20x,1140,1140,链动小铺,【质保30天】GPT Pro 20x 1个月【官方代充】【正规卡冲】【手动代充】,AI gogo渠道 （招代理）,gogo,14,1200,https://pay.ldxp.cn/item/l14pem
chatgpt-pro-20x,ChatGPT Pro 20x,1140,1140,链动小铺,ChatGPT Pro 20x官方代冲（勿拍，私聊人工操作）,云洲-AI源头,yunzhouai,8,1280,https://pay.ldxp.cn/item/yd8tvy
chatgpt-pro-20x,ChatGPT Pro 20x,1140,,链动小铺,Chatgpt x20 PRO 一卡一充 代开/续费一个月,gpt源头代充,cheche,9,1140,https://pay.ldxp.cn/item/newful
chatgpt-pro-20x,ChatGPT Pro 20x,1140,1130,链动小铺,GPT Pro 20x 官方充值 CDK（极速到账 / 官方正规流水）,Ludan AI商店【GPT源头直供/招代理】,ludan,12,1140,https://pay.ldxp.cn/item/lsu909
chatgpt-pro-20x,ChatGPT Pro 20x,1150,1190,链动小铺,【菲律宾正规卡付】ChatGPT Pro 200美刀 20x月卡（雪诺自营）,Tora-雪诺AI源头分销小铺,layerneko,979,1169.9,https://pay.ldxp.cn/item/68k2ub
chatgpt-pro-20x,ChatGPT Pro 20x,1150,1150,链动小铺,【官方代充】GPT Pro 200刀 20x 1-5分钟到账,炒鸡变黑的AI店（CDK 代充 PRO，Plus龟头卷价版）,chaoji,2,1150,https://pay.ldxp.cn/item/6poi8e
chatgpt-pro-20x,ChatGPT Pro 20x,1150,1150,链动小铺,【官方直充质保30天】GPT PRO 20X 官方充值 【美区ios品质有保障】,小猴源头（一手渠道-招代理）GPT成品-5x-20x,33,11,1250,https://pay.ldxp.cn/item/tl8lzi
chatgpt-pro-20x,ChatGPT Pro 20x,1150,,链动小铺,【质保30天】GPT PRO 20X 官方充值,AI开发商,gpt666,6,1180,https://pay.ldxp.cn/item/cg8yk5
chatgpt-pro-20x,ChatGPT Pro 20x,1150,,链动小铺,【质保订阅】菲区GPT Pro 20x 1个月,Ai小伙计,Jony,77,1200,https://pay.ldxp.cn/item/83k42b
chatgpt-pro-20x,ChatGPT Pro 20x,1150,,链动小铺,【质保订阅】菲区GPT Pro 20x 1个月,Ai小牛马,39utmonb,14,1200,https://pay.ldxp.cn/item/fnj1r3
chatgpt-pro-20x,ChatGPT Pro 20x,1150,,链动小铺,【IOS官方内购】GPT Pro 20x 1个月充值订阅【自助充值】【质保30天】【美区】【非信用卡无退款】,AI小卖部,gpt+,4,1200,https://pay.ldxp.cn/item/o6no0b
chatgpt-pro-20x,ChatGPT Pro 20x,1150,,链动小铺,正规GPT Pro直充【20X-200刀款】 月卡套餐 全程质保订阅，同步官方退款政策,海神- GPT-大玩家（招代理）,aov0x17n,50,1280,https://pay.ldxp.cn/item/ap9bb2
chatgpt-pro-20x,ChatGPT Pro 20x,1150,,链动小铺,GPT PRO 20X 官方卡冲1个月～支持续费,云边小铺（招代理）,one,80,1230,https://pay.ldxp.cn/item/bba4ux
chatgpt-pro-20x,ChatGPT Pro 20x,1150,,链动小铺,GPT Pro20x 正规卡充【带账单】,AI奥特曼【源头招代理】,aoteman001,43,1280,https://pay.ldxp.cn/item/sxoyjs
chatgpt-pro-20x,ChatGPT Pro 20x,1150,1100,链动小铺,GPTPro 20X（菲充）,ParHom,zzx,7,1150,https://pay.ldxp.cn/item/fdypdp
chatgpt-pro-20x,ChatGPT Pro 20x,1150,,链动小铺,Pro 20X 菲区直充（官网正价充值）,舒心的小铺,shuxin79,48,1200,https://pay.ldxp.cn/item/iu13mm
chatgpt-pro-20x,ChatGPT Pro 20x,1160,1200,链动小铺,【菲区】卡充 GPT 20x Pro CDK 官网正规充值 一卡一绑 支持续费，可开发票,即刻智联AI,ok1,31,1299,https://pay.ldxp.cn/item/o85q8b
chatgpt-pro-20x,ChatGPT Pro 20x,1160,,链动小铺,ChatGPT Pro20x月卡 官方直充到个人账号 质保不掉订阅 可开发票,青蛙AI·低价源头,qingwaAA,20,1180,https://pay.ldxp.cn/item/gdyu6x
chatgpt-pro-20x,ChatGPT Pro 20x,1160,1190,云猫寄售,【菲区】卡充 GPT 20x Pro CDK 官网正规充值 一卡一绑 支持续费，可开发票,即刻智联AI（招代理）,ok1,195,1160,https://catfk.com/item/e3fg67
chatgpt-pro-20x,ChatGPT Pro 20x,1180,1180,链动小铺,【手工充值】GPT Pro 20x 官方直充月卡（质保掉订阅）,52AI店铺,52AI,50,1200,https://pay.ldxp.cn/item/zqqkj7
chatgpt-pro-20x,ChatGPT Pro 20x,1180,,链动小铺,ChatGPT 20×pro 一个月（IOS土区）,AI_Jolly,vosc82iq,3,1249,https://pay.ldxp.cn/item/67w32t
chatgpt-pro-20x,ChatGPT Pro 20x,1190,,链动小铺,GPT Pro 20x 菲区正版直冲 需要请私聊客服,极智AI(拍之前请看说明),7trufcy3,9,1250,https://pay.ldxp.cn/item/qrv2n8
chatgpt-pro-20x,ChatGPT Pro 20x,1199,1250,链动小铺,【IOS美区】GPT Pro 20X 官方充值 质保30天 ( 卡密可囤),零号GPT CLAUDE 源头渠道 【招代理 一件代发】,58,9,1250,https://pay.ldxp.cn/item/nps7st
chatgpt-pro-20x,ChatGPT Pro 20x,1199,1260,链动小铺,GPT pro 代充20x【质保30天】,claude源头价招代理对接码-5hrcmi7e,5hrcmi7e,36,1259,https://pay.ldxp.cn/item/j6b9t8
chatgpt-pro-20x,ChatGPT Pro 20x,1200,,链动小铺,【美区IOS】GPT Pro 20X 官方充值 质保30天,咕咕嘎嘎|AI源头直营,4321,60,1200,https://pay.ldxp.cn/item/o6xjsv
chatgpt-pro-20x,ChatGPT Pro 20x,1200,,链动小铺,【质保】GPT 20X PRO 美区ios充值【安卓/其他地区皆可充】（可覆盖可续费）,AI gogo渠道 （招代理）,gogo,32,1280,https://pay.ldxp.cn/item/lejoj7
chatgpt-pro-20x,ChatGPT Pro 20x,1200,1250,链动小铺,ChatGPT PRO 20X iOS渠道，可覆盖,AI小铺,mbflnxew,12,1250,https://pay.ldxp.cn/item/lavb1b
chatgpt-pro-20x,ChatGPT Pro 20x,1200,1300,链动小铺,GPT 20X PRO 美区ios【质保、安卓可充】（可覆盖可续费）,云边小铺（招代理）,one,76,1280,https://pay.ldxp.cn/item/n1xo9z
chatgpt-pro-20x,ChatGPT Pro 20x,1200,,链动小铺,GPT PRO 20x正规代充【ios渠道】 200刀,AI奥特曼【源头招代理】,aoteman001,46,1350,https://pay.ldxp.cn/item/3bcugy
chatgpt-pro-20x,ChatGPT Pro 20x,1200,,云猫寄售,ChatGPT PRO 20X iOS渠道,LLDCard,GPT666,10,1200,https://catfk.com/item/ykcrl9
chatgpt-pro-20x,ChatGPT Pro 20x,1200,,云猫寄售,GPT PRO 20x正规代充【ios渠道】 200刀,AI奥特曼【源头招代理】,99999,22,1200,https://catfk.com/item/znkumw
chatgpt-pro-20x,ChatGPT Pro 20x,1220,1250,链动小铺,ChatGPT Pro 20X 正规充值 秒冲,Fkai,subaicc,5,1250,https://pay.ldxp.cn/item/pazs76
chatgpt-pro-20x,ChatGPT Pro 20x,1225,,链动小铺,【官方充值】ChatGPT Pro 20X【质保一个月】原价200刀 人工代充,奥特曼丨ChatGPT,18,100,1350,https://pay.ldxp.cn/item/3oqsix
chatgpt-pro-20x,ChatGPT Pro 20x,1225,,链动小铺,GPT PRO 20x【ios渠道~官渠代充】【质保订阅~可覆盖】,与世隔绝的AI小店,luoerl2,55,1269,https://pay.ldxp.cn/item/2kqzbk
chatgpt-plus-recharge,ChatGPT Plus 正价代充,1229,,链动小铺,GPT Plus 年卡【质保订阅~秒充-可覆盖~可续费】（iOS渠道~凭证很新）,与世隔绝的AI小店,luoerl2,53,1289,https://pay.ldxp.cn/item/wvogva
chatgpt-pro-20x,ChatGPT Pro 20x,1229,1240,链动小铺,IOS【质保订阅】GPT Pro 20x 订阅 官方充值 免排队 秒充(5-10分钟到账)（可屯卡）,阿星：【一手渠道-招代理】订阅充值 GPT （Plus ）（pro 5x ）（pro 20x ）,128,17,1250,https://pay.ldxp.cn/item/xgbvjz
chatgpt-pro-20x,ChatGPT Pro 20x,1230,1250,链动小铺,【官方直充质保30天】GPT PRO 20X 官方充值 【正规ios品质有保障】,【引力AI供应链】GPT官方直充源头渠道 【招代理 一件代发】,77,9,1440,https://pay.ldxp.cn/item/xaj9c3
chatgpt-pro-20x,ChatGPT Pro 20x,1230,,链动小铺,GPT pro 20x 官方直充秒到账 【IOS质保订阅30天】,【元帅AI】GPT Cloude官方直冲【源头渠道–招代理】,8896,3,1250,https://pay.ldxp.cn/item/k5z1bn
chatgpt-pro-20x,ChatGPT Pro 20x,1230,,链动小铺,GPT Pro 20x 正规代充秒到账 【IOS渠道质保订阅】,咖啡猫：Gpt Claude 源头工厂 AI订阅 IOS专卖 【招代理】质保订阅30天,98,28,1250,https://pay.ldxp.cn/item/j8k3r8
chatgpt-pro-20x,ChatGPT Pro 20x,1230,1230,云猫寄售,【质保封号】GPT 20X PRO正规卡充,GPT-Gemini稳定低价,aishop,10,1250,https://catfk.com/item/f2zie5
chatgpt-pro-20x,ChatGPT Pro 20x,1240,,链动小铺,ChatGPT Pro 20x 月卡 正价官方直充,AI小铺,z90603bu,22,1250,https://pay.ldxp.cn/item/qzjlzr
chatgpt-pro-20x,ChatGPT Pro 20x,1250,,链动小铺,【官方充值】ChatGPT Pro 20X【质保一个月】原价200刀 人工代充,"熊猫丨货源 GPT,gimini,专业速冲，招代理",19,100,1350,https://pay.ldxp.cn/item/vasdei
chatgpt-pro-20x,ChatGPT Pro 20x,1250,,链动小铺,【官方充值】ChatGPT Pro 20X【质保一个月】原价200刀 人工代充,Gemini丨Telegram,66,49,1280,https://pay.ldxp.cn/item/vyc40h
chatgpt-pro-20x,ChatGPT Pro 20x,1250,,链动小铺,【官方充值】ChatGPT Pro 20X【质保一个月】原价200刀 人工代充,Gemini丨Telegram,Pro,53,1280,https://pay.ldxp.cn/item/i5j1u3
chatgpt-pro-20x,ChatGPT Pro 20x,1250,,链动小铺,【官方充值】ChatGPT Pro 20X【质保一个月】原价200刀 人工代充,卡卡丨货源,kaka,69,1280,https://pay.ldxp.cn/item/2m8eve
chatgpt-pro-20x,ChatGPT Pro 20x,1250,,链动小铺,【质保30天】GPT PRO 20X 正规官方直充【请仔细阅读商品介绍后再进行下单】,大耳朵图图ai批发站（渠道直供商）,hututu,24,1400,https://pay.ldxp.cn/item/5ww3u4
chatgpt-pro-20x,ChatGPT Pro 20x,1250,,链动小铺,美区、菲区ChatGPT PRO 20x直充,张啊三,7w3ssrwk,29,1300,https://pay.ldxp.cn/item/55hih0
chatgpt-pro-5x,ChatGPT Pro 5x,1250,,链动小铺,ChatGPT Pro 5x 月卡 正价官方直充,AI小铺,z90603bu,28,750,https://pay.ldxp.cn/item/crggq3
chatgpt-plus-recharge,ChatGPT Plus 正价代充,1250,1290,链动小铺,GPT Plus 菲区官方直充年卡12个月，质保，可开发票,即刻智联AI,ok1,35,1390,https://pay.ldxp.cn/item/61qh04
chatgpt-plus,ChatGPT Plus 试用订阅,1250,1250,链动小铺,Gpt plus年卡,ParHom,zzx,6,1250,https://pay.ldxp.cn/item/s9dq63
chatgpt-pro-20x,ChatGPT Pro 20x,1250,,链动小铺,GPT Pro 20x 一个月 美区订阅,AI广场 源头店铺 欢迎代理对接,aiguangchang,24,1264,https://pay.ldxp.cn/item/htbs1d
chatgpt-pro-20x,ChatGPT Pro 20x,1250,1150,云猫寄售,ChatGPT Pro 20x 月卡 正规官方直充官方直充到个人账号 【质保30天不掉订阅 】可开发票,gpt/gemini代充/成品（招代理）,736661915,951,1280,https://catfk.com/item/cx09bf
chatgpt-plus-recharge,ChatGPT Plus 正价代充,1250,1290,云猫寄售,GPT Plus 菲区官方直充年卡冲12个月，质保，可开发票,即刻智联AI（招代理）,ok1,37,1250,https://catfk.com/item/a4ss78
chatgpt-pro-20x,ChatGPT Pro 20x,1260,1300,链动小铺,【美区iOS】 GPT 20x Pro CDK 官网正规充值，可以覆盖，可开发票,即刻智联AI,ok1,44,1380,https://pay.ldxp.cn/item/59mmw0
chatgpt-pro-20x,ChatGPT Pro 20x,1260,,链动小铺,【质保30天】美区GPT 20X PRO 充值,Ai小牛马,39utmonb,20,1280,https://pay.ldxp.cn/item/d6rjpf
chatgpt-pro-20x,ChatGPT Pro 20x,1260,1300,云猫寄售,【美区iOS】 GPT 20x Pro CDK 官网正规充值，可以覆盖，可开发票,即刻智联AI（招代理）,ok1,117,1260,https://catfk.com/item/r5lvij
chatgpt-pro-20x,ChatGPT Pro 20x,1289,1150,链动小铺,「iOS美区正规直充」ChatGPT PRO 20x充值 ｜200美元,Tora-雪诺AI源头分销小铺,layerneko,995,1289,https://pay.ldxp.cn/item/6gwwlk
chatgpt-pro-20x,ChatGPT Pro 20x,1300,,链动小铺,GPT PRO 20X 官方卡冲1个月～支持续费,Chatgpt（源头）,27j1xz3p,13,1300,https://pay.ldxp.cn/item/ydj11w
chatgpt-pro-20x,ChatGPT Pro 20x,1300,1300,云猫寄售,【支持开发票】GPT Pro 20x 正规官方充值,AGI（AI源头批发中心）,agi,4,1320,https://catfk.com/item/cyh34t
chatgpt-plus-recharge,ChatGPT Plus 正价代充,1350,1400,链动小铺,GPT Plus 美区iOS官方直充年卡（12个月可覆盖），质保，可开发票,即刻智联AI,ok1,55,1450,https://pay.ldxp.cn/item/80ooi9
chatgpt-plus-recharge,ChatGPT Plus 正价代充,1350,1400,云猫寄售,GPT Plus 美区iOS官方直充年卡（12个月，可覆盖），质保，可开发票,即刻智联AI（招代理）,ok1,68,1350,https://catfk.com/item/gmmmgd
chatgpt-pro-20x,ChatGPT Pro 20x,1400,,链动小铺,PRO200刀有质保20X【正规充值】 可以续费 客服转账免手续费,PYAPI,607x6kco,3,1400,https://pay.ldxp.cn/item/lcwdem
chatgpt-pro-20x,ChatGPT Pro 20x,1409,1409,链动小铺,gpt PROx20官网充值（升级人工充值）,阿北AI会员,abei,21,1410,https://pay.ldxp.cn/item/2vv8v1
chatgpt-pro-20x,ChatGPT Pro 20x,1410,1410,链动小铺,GPTproX20官网直充（人工充值）,阿泽AI站（源头直供）,aze,48,1410,https://pay.ldxp.cn/item/abkjsk
claude-account,Claude 普号 / 兑换号,0.9,100,链动小铺,claude 1刀兑换码 Claude opus 4.6 opus 4.7 满血版 0.1元=1刀,claude 供应商,rf2fy613,45,1,https://pay.ldxp.cn/item/kmt5wv
claude-account,Claude 普号 / 兑换号,5,6.5,链动小铺,【家宽注册】【质保1小时】Claude code 普号 mail邮箱，带sk，带快速接码,GPT小站,lulucoding,88,6,https://pay.ldxp.cn/item/2ofqrp
claude-account,Claude 普号 / 兑换号,10,9.5,链动小铺,claude 10刀兑换码 Claude opus 4.6 opus 4.7 满血版 0.1元=1刀,claude 供应商,rf2fy613,151,10,https://pay.ldxp.cn/item/z8poef
claude-account,Claude 普号 / 兑换号,10,,链动小铺,Claude 成品账号 Free版【无套餐·mail.com登录】,毒师AI,sss333,7,10,https://pay.ldxp.cn/item/ppur92
claude-account,Claude 普号 / 兑换号,15,,链动小铺,Claude普号|美国家宽|手搓|yahoo邮箱,AI代理商货源（8元gptplus成品号可用codex）,5y4035gb,2,15,https://pay.ldxp.cn/item/pi4nvj
claude-account,Claude 普号 / 兑换号,15,15,链动小铺,Claude普通账号（微软邮箱，美国ip注册）,咕咕Ai源头号商（招实力代理）,gugu,10,15,https://pay.ldxp.cn/item/6ekom1
claude-account,Claude 普号 / 兑换号,17,16,链动小铺,claude4.8日卡服务,满血AI中转站,nassa,66,16,https://pay.ldxp.cn/item/ql50ty
claude-account,Claude 普号 / 兑换号,20,,链动小铺,Claude 普号-邮箱（4 月份注册老号）,AI gogo渠道 （招代理）,gogo,3,25,https://pay.ldxp.cn/item/liy0vg
claude-account,Claude 普号 / 兑换号,25,25,链动小铺,claude普通账号（mail子域名邮箱，美国家宽注册）,咕咕Ai源头号商（招实力代理）,gugu,41,25,https://pay.ldxp.cn/item/fqmvza
claude-account,Claude 普号 / 兑换号,50,50,链动小铺,API网站50余额(上线福利codex 0.05 claude code 0.2),API聚合转发源头,ppxsh,40,50,https://pay.ldxp.cn/item/gz09tl
claude-account,Claude 普号 / 兑换号,50,50,链动小铺,Claude普通账号（gmail邮箱，住宅IP，模仿手工注册）,咕咕Ai源头号商（招实力代理）,gugu,4,50,https://pay.ldxp.cn/item/1oek3d
claude-pro-month,Claude Pro,50,,链动小铺,ClaudePro【七天质保】成品号,贝雕AI,BeiDiao,9,50,https://pay.ldxp.cn/item/og8nts
claude-pro-month,Claude Pro,50,,云猫寄售,Claude Pro 【7天质保】成品号,贝雕AI,BeiDiao,9,50,https://catfk.com/item/25j9cx
claude-account,Claude 普号 / 兑换号,88,,链动小铺,Claude 5/gpt5.6爽用（月积分包）,Claude续航站,zc6hczi1,8,99.99,https://pay.ldxp.cn/item/ijuywc
claude-account,Claude 普号 / 兑换号,100,100,链动小铺,API网站100余额 (上线福利codex 0.05 claude code 0.2),API聚合转发源头,ppxsh,11,100,https://pay.ldxp.cn/item/57sxtr
claude-pro-month,Claude Pro,130,,链动小铺,【IOS美区】CLAUDE Pro 官方充值（月卡） (卡密可囤),零号GPT CLAUDE 源头渠道 【招代理 一件代发】,58,148,135,https://pay.ldxp.cn/item/a0vtu2
claude-pro-month,Claude Pro,130,,链动小铺,Claude Pro 成品号/代充【质保一个月】美区,贝雕AI,BeiDiao,2,145,https://pay.ldxp.cn/item/2kuubi
claude-pro-month,Claude Pro,130,,云猫寄售,Claude Pro 成品号/代充【质保一个月】美区,贝雕AI,BeiDiao,5,140,https://catfk.com/item/t045xp
claude-pro-month,Claude Pro,132,,链动小铺,Claude pro 官方直充秒到账 【IOS 质保订阅30天】,【元帅AI】GPT Cloude官方直冲【源头渠道–招代理】,8896,10,135,https://pay.ldxp.cn/item/wxgec5
claude-pro-month,Claude Pro,132,,链动小铺,Claude Pro 正规秒到账 【IOS渠道质保订阅】,咖啡猫：Gpt Claude 源头工厂 AI订阅 IOS专卖 【招代理】质保订阅30天,98,93,135,https://pay.ldxp.cn/item/1hycvd
claude-pro-month,Claude Pro,132,,链动小铺,IOS【质保订阅】Claude pro 官方充值 免排队 秒充(5-10分钟到账)（可屯卡）,阿星：【一手渠道-招代理】订阅充值 GPT （Plus ）（pro 5x ）（pro 20x ）,128,121,135,https://pay.ldxp.cn/item/yn9evl
claude-pro-month,Claude Pro,134,130,链动小铺,【全自动秒到】Claude Pro会员官方直充 【正规IOS保障】 24H自助卡密续费,【引力AI供应链】GPT官方直充源头渠道 【招代理 一件代发】,77,104,151,https://pay.ldxp.cn/item/xl47k4
claude-pro-month,Claude Pro,134,,链动小铺,Claude Pro 美区IOS 正规代充（质保订阅）,AI奥特曼【源头招代理】,aoteman001,58,160,https://pay.ldxp.cn/item/is005w
claude-pro-month,Claude Pro,134,,云猫寄售,Claude Pro 美区IOS 正规代充（质保订阅）,AI奥特曼【源头招代理】,99999,13,134,https://catfk.com/item/twimvq
claude-pro-month,Claude Pro,135,,链动小铺,【美区IOS】CLAUDE Pro 官方充值（月卡）,咕咕嘎嘎|AI源头直营,4321,60,135,https://pay.ldxp.cn/item/1zg9bp
claude-pro-month,Claude Pro,135,,链动小铺,🍎Claude Pro【美区ios直充，质保订阅】,ONE-AI-CLUB,oneai,8,149,https://pay.ldxp.cn/item/jsdww5
